Record ID,Business Name,Address,License Type,License Category,Expiration Date,Neighborhood,Council District,ZIP Code,Street Number,Street Prefix,Street Name,Street Type,Parcel ID,Address ID,Longitude,Latitude,ObjectId,x,y
BUS2022-00307,"ROYAL HIGHNESS PC4,LLC",471 Schaefer Hwy,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Oakwood Heights,6.0,48217,471,S,Schaefer,Hwy,20017996.002,347980,-83.163069,42.285951,1076,-9257670.49388587,5203910.22744018
BUS2022-00310,"PLAN B WELLINESS CENTER,LLC",20101 W Eight Mile,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Evergreen Lahser 7/8,1.0,48219,20101,W,Eight Mile,,22019006-8,97019,-83.240982,42.443496,1077,-9266343.72937205,5227646.25040235
BUS2023-00021,THE EARLE OF SMOKE III LLC,6220 E 8 Mile Rd,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Farwell,3.0,48234,6220,E,8 Mile,Rd,13009032.006,549476,-83.0401695,42.447447,1078,-9243989.38412713,5228242.28158492
BUS2023-00044,PRINCESS LIQUOR INC,16338 W McNichols Rd,Retailer License,Retail,2025-08-31,College Park,2.0,,16338,W,McNichols,Rd,22013912-5,545531,-83.2087305,42.416064,1079,-9262753.50881473,5223509.01069128
BUS2023-00046,18925 LIVERNOIS LLC,1001 Brush St,Restaurant License,FoodServices,2025-05-31,Greektown,5.0,48226,1001,,Brush,St,01000161.,25569,-83.0438775,42.333795,1080,-9244402.15679899,5211112.20348572
BUS2023-00080,"MAITAI'S, INC.",13310 E Eight Mile,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Conner Creek,3.0,48205,13310,E,Eight Mile, ,21028298.,494282,-82.9889775,42.448986,1081,-9238290.71675444,5228474.45880217
BUS2023-00092,"PO-BILLY'S BAR ENTERPRISES, LLC",19430 W Warren Ave,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Warrendale,7.0,48228,19430,W,Warren,Ave,22000610-1,215418,-83.2312035,42.343389,1082,-9265255.19173133,5212557.05135023
BUS2023-00106,"GRANNY FARMS, LLC",6121 Casmere St,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Buffalo Charles,3.0,48212,6121,,Casmere,St,13005953.000,540011,-83.039814,42.408747,1083,-9243949.81004815,5222405.78107265
BUS2023-00112,"THE D-A RESTAURANT, LLC",419 Monroe St,Restaurant MLCC License,FoodServices,2025-05-31,Greektown,5.0,48226,419,,Monroe,St,01000192.,347939,-83.043351,42.334812,1084,-9244343.54708709,5211265.35233628
BUS2023-00120,,6200 E Eight Mile,Business Location License,SexuallyOriented,2025-05-31,Farwell,3.0,48234,6200,E,Eight Mile, ,13009032.005,536373,-83.040705,42.44733,1085,-9244048.99571445,5228224.63091868
BUS2023-00122,1428 Griswold Street LLC,1428 Griswold St,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,1428,,Griswold,St,02002001.,403282,-83.0497815,42.334416,1086,-9245059.38707263,5211205.71886112
BUS2023-00126,MINI MART SUPERMARKET,20520 LAHSER,Retailer License,Retail,2025-08-31,,1.0,,20520,,Lahser,Rd,,,-83.258737286756,42.4421790396,1087,-9268320.23885262,5227447.58766801
BUS2023-00138,BIG MAN'S GRILL L.L.C.,17521 Livernois Ave,Restaurant License,FoodServices,2025-05-31,Bagley,2.0,48221,17521,,Livernois,Ave,16017702-8,10764,-83.1413565,42.421041,1088,-9255253.46944202,5224259.49750673
BUS2023-00140,SAFEWAY MARKET INC,8031 Dix St,Retailer License,Retail,2025-08-31,Springwells,6.0,48209,8031,,Dix,St,20004356-9,48809,-83.132145,42.316767,1089,-9254228.04995258,5208548.34447116
BUS2023-00149,THA FAM L.L.C.,16315 Grand River Ave,Retailer License,Retail,2025-08-31,Greenfield-Grand River,1.0,48227,16315,,Grand River,Ave,22007148.,352058,-83.2075245,42.396084,1090,-9262619.25750884,5220496.80579586
BUS2023-00175,CLUB TOXIC LLC,18300 W Seven Mile,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,O'Hair Park,1.0,48219,18300,W,Seven Mile,,22017057.,352469,-83.2218705,42.430257,1091,-9264216.24692375,5225649.34468201
BUS2023-00177,DAVISON FUEL MART INC,2600 W Davison St,Gas Station License,GasStation,2025-08-31,Oakman Blvd Community,2.0,48238,2600,W,Davison,St,10007565-75,30833,-83.122542,42.393294,1092,-9253159.0488825,5220076.25890866
BUS2023-00198,GLASSHOUSE BAR & GRILL INC.,14301 Grand River Ave,Cabaret ABC or Bar Class C License,NightClub,2026-05-31,Schoolcraft Southfield,1.0,48227,14301,WEST,Grand River,Ave,22006993.,535409,-83.185137,42.387048,1093,-9260127.0924087,5219134.84429117
BUS2023-00216,"MEXICAN VILLAGE OF DETROIT, INC,",1717 18th St,Restaurant MLCC License,FoodServices,2025-05-31,Central Southwest,6.0,48216,1717,,18th,St,10007970-1,549710,-83.078397,42.32556,1094,-9248244.84996143,5209872.19558826
BUS2023-00225,GLOBAL TREE COMPANY,12934 Evergreen Rd,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Schoolcraft Southfield,1.0,48223,12934,,Evergreen,Rd,22095488.004,351086,-83.2359915,42.383304,1095,-9265788.18945325,5218570.58302394
BUS2023-00226,"ZINDANI FUEL COMPANY, INC.",19025 Telegraph Rd,Gas Station License,GasStation,2025-08-31,Five Points,1.0,48219,19025,,Telegraph,Rd,22016695-701,119762,-83.278521,42.42843,1096,-9270522.55173694,5225373.8020995
BUS2023-00240,BRIGHTMOORE GARDENS LLC,12651 Stout St,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Brightmoor,1.0,48223,12651,,Stout,St,22101939-46,541574,-83.241162,42.380352,1097,-9266363.76688039,5218125.70844136
BUS2023-00247,600 L HOTEL LLC,600 W Lafayette Blvd,Hotel Class B License,Lodging,2025-06-30,Downtown,6.0,48226,600,W,Lafayette,Blvd,04000134-67,348060,-83.0547855,42.329034,1098,-9245616.42980456,5210395.28294837
BUS2023-00256,THE HANGING GARDENS FARMS LLC,18207 W Eight Mile,Medical Marijuana Facility License,ServiceOperator,2025-09-30,O'Hair Park,1.0,48219,18207,W,Eight Mile,,22018884-5,352440,-83.2216185,42.443946,1099,-9264188.19441207,5227714.13360606
BUS2023-00265,ROSA PETRO MART LLC,10200 Rosa Parks Blvd,Gas Station License,GasStation,2025-08-31,Dexter-Linwood,5.0,48206,10200,,Rosa Parks,Blvd,08007710-1,42299,-83.103192,42.382539,1100,-9251005.01673565,5218455.29339557
BUS2023-00281,NNH PETROLEUM INC,20848 Plymouth Rd,Gas Station License,GasStation,2025-08-31,Weatherby,7.0,48228,20848,,Plymouth,Rd,22005577.,172148,-83.2456305,42.372225,1101,-9266861.198025,5216901.05505375
BUS2023-00288,DABASH PETRO MART LLC,14940 Schaefer Hwy,Gas Station License,GasStation,2025-08-31,Bethune Community,2.0,48227,14940,,Schaefer,Hwy,22029902-7,92130,-83.178639,42.399441,1102,-9259403.73835753,5221002.84344652
BUS2023-00312,"KAR BONES AUTO PARTS, INC",8350 John Kronk St,Second Hand Store License,SecondHandSales,2025-10-31,Claytown,6.0,48210,8350,SW,John Kronk,St,20009452.002L,254240,-83.1393765,42.321132,1103,-9255033.05685025,5209205.50434753
BUS2023-00341,AMIR GAS MARKET INC,15911 Livernois Ave,Gas Station License,GasStation,2025-08-31,Fitzgerald/Marygrove,2.0,48238,15911,,Livernois,Ave,16017829-39,89468,-83.140938,42.409629,1104,-9255206.88223513,5222538.75887897
BUS2023-00353,"HEALTHY CHOICE MARKET, LLC",13625 W Eight Mile,Retailer License,Retail,2025-08-31,Schaefer 7/8 Lodge,2.0,48235,13625,W,Eight Mile,,22018588.,19089,-83.1816,42.444945,1105,-9259733.35536977,5227864.83606103
BUS2023-00355,LIVERNOIS BROTHERS INC,4222 Livernois Ave,Restaurant License,FoodServices,2025-05-31,Chadsey Condon,6.0,48210,4222,,Livernois,Ave,16017159.,463845,-83.120211,42.331734,1106,-9252899.56314946,5210801.8474804
BUS2023-00363,CHARMINAR BIRYANI LLC,1250 Griswold St,Restaurant License,FoodServices,2025-05-31,Downtown,6.0,48226,1250,,Griswold,St,02001997.,348289,-83.0490795,42.333327,1107,-9244981.2407901,5211041.7287405
BUS2023-00377,OAK PACKAGING LLC,14400 Prairie St,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Davison-Schoolcraft,7.0,48238,14400,,Prairie,St,16005902.011,351483,-83.1437415,42.394554,1108,-9255518.96642757,5220266.18099424
BUS2023-00380,US 3 FUEL LLC,18321 W Eight Mile,Gas Station License,GasStation,2025-08-31,O'Hair Park,1.0,48219,18321,W,Eight Mile,,22018895-907,97090,-83.222883,42.443802,1109,-9264328.95790818,5227692.41092782
BUS2023-00384,ALLOUSH PETROLEUM INC,13901 Wyoming St,Gas Station License,GasStation,2025-08-31,Northwest Community,7.0,48238,13901,,Wyoming,St,16038592-4,215675,-83.1595545,42.388839,1110,-9257279.26153548,5219404.77924901
BUS2023-00408,KMB CORPORATION INC,20800 W Seven Mile,Gas Station License,GasStation,2025-08-31,Evergreen Lahser 7/8,1.0,48219,20800,W,Seven Mile,,22016878-83,95738,-83.247795,42.429735,1111,-9267102.14906283,5225570.61741034
BUS2023-00416,VIVE CANNABIS CO,1601 E Grand Blvd,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Gratiot Town/Kettering,5.0,48211,1601,E,Grand,Blvd,15000590.002L,469822,-83.0287665,42.377553,1112,-9242720.00797361,5217703.91069975
BUS2023-00424,420 FACTORY LLC,7555 Greenfield,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Warren Ave Community,7.0,48228,7555,,Greenfield,,22051275-9,349895,-83.1969225,42.348177,1113,-9261439.04826744,5213278.20236305
BUS2023-00433,"EVERGREEN WELLNESS GROUP, LLC",19705 W Seven Mile Rd,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Evergreen-Outer Drive,1.0,48219,19705,W,Seven Mile,Rd,22016507-8,103643,-83.2369635,42.429366,1114,-9265896.3919983,5225514.96576902
BUS2023-00457,TREELATED HEALTH CENTER LLC,10101 Fenkell St,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Bethune Community,2.0,48238,10101,,Fenkell,St,16007016-23,350542,-83.161395,42.402276,1115,-9257484.14505829,5221430.21536343
BUS2023-00462,B & N INC,16221 W Eight Mile,Hotel License,Lodging,2025-06-30,Greenfield,2.0,48235,16221,W,Eight Mile,,22018779.005,73322,-83.20887,42.44418,1116,-9262769.0378837,5227749.43306468
BUS2023-00463,KWONG TUNG LLC,3040 E Eight Mile,Restaurant License,FoodServices,2025-05-31,Butler,3.0,48234,3040,E,Eight Mile,,13009210-2,348942,-83.072151,42.446943,1117,-9247549.54842193,5228166.24818057
BUS2023-00477,"JOE'S LIQUOR & WINE SHOPPE, INC",2933 Russell St,Restaurant License,FoodServices,2025-05-31,Eastern Market,5.0,48207,2933,,Russell,St,05003448.,258826,-83.042451,42.348717,1118,-9244243.35954537,5213359.53863075
BUS2023-00498,"BACKPACK BOYZ, LLC",6240 E 8 Mile Rd,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Farwell,3.0,48234,6240,E,8 Mile,Rd,13009032.007,549477,-83.0397465,42.447402,1119,-9243942.29598252,5228235.49286324
BUS2023-00502,SMART PARK INC,538 E Congress St,Parking Lot License,LPTV,2026-01-31,Downtown,5.0,48226,538,E,Congress,St,03000087.,401884,-83.0400255,42.3324,1120,-9243973.35412045,5210902.13608172
BUS2023-00510,7 Mile Future Fuel LLC,19100 Telegraph Rd,Gas Station License,GasStation,2025-08-31,Seven Mile-Rouge,1.0,48219,19100,,Telegraph,Rd,22016799.001,132994,-83.277108,42.429312,1121,-9270365.25729645,5225506.82165386
BUS2022-00206,I-94 FUEL MART LLC,17046 Harper Ave,Gas Station License,GasStation,2025-08-31,East English Village,4.0,48224,17046,,Harper,Ave,21003792.,306763,-82.9368675,42.415911,1122,-9232489.8580892,5223485.9406117
BUS2022-00231,"ADVANCE AUTO SALE, INC",13632 Tireman Ave,Second Hand Store License,SecondHandSales,2025-10-31,Joy-Schaefer,7.0,48228,13632,,Tireman,Ave,22001948-51,351264,-83.1779865,42.351624,1123,-9259331.10238978,5213797.41087773
BUS2022-00233,"DETROIT FLOWER GROVE, INC",1601 E Grand Blvd,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Gratiot Town/Kettering,5.0,48211,1601,E,Grand,Blvd,15000590.002L,469822,-83.0287665,42.377553,1124,-9242720.00797361,5217703.91069975
BUS2022-00241,Moody Fuel LLC,4111 E Seven Mile,Gas Station License,GasStation,2025-08-31,Farwell,3.0,48234,4111,E,Seven Mile,,13008462-70,294237,-83.0625615,42.43347,1125,-9246482.05016497,5226133.93905106
BUS2022-00254,WESTFIELD GROUP LLC,13300 Foley St,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Pride Area Community,7.0,48227,13300,,Foley,St,22006553.002,537363,-83.1761775,42.379731,1126,-9259129.72543094,5218032.12468278
BUS2022-00258,BABA'S GAS & MART INC,13605 Fenkell St,Gas Station License,GasStation,2025-08-31,Bethune Community,2.0,48227,13605,,Fenkell,St,22010688-91,95012,-83.1795615,42.401754,1127,-9259506.43058778,5221351.52321084
BUS2022-00295,SJTC ENTERPRISES LLC,6640 E Eight Mile,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Sherwood,3.0,48234,6640,E,Eight Mile,,15005121.003,262642,-83.0355975,42.447708,1128,-9243480.43141522,5228281.65626689
BUS2022-00306,SOUTHEAST PROVISIONING CENTER LLC,14470 Livernois Ave,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Dexter-Fenkell,2.0,48238,14470,,Livernois,Ave,12013095.00A,7015,-83.137473,42.396012,1129,-9254821.16019953,5220485.95273794
BUS2022-00315,"MPM-R DETROIT 2, LLC",12604 E Jefferson Ave,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Jefferson Chalmers,4.0,48215,12604,E,Jefferson,Ave,21000393-5,548158,-82.9573605,42.369795,1130,-9234771.12841403,5216534.91039729
BUS2022-00317,"SF DETROIT 88, LLC",1000 Woodward Ave,Restaurant MLCC License,FoodServices,2026-05-31,Downtown,6.0,48226,1000,,Woodward,Ave,01004106-9,348182,-83.0461095,42.333759,1131,-9244650.62190244,5211106.78233286
BUS2023-00003,HARPER & CHALMERS CONEY LLC,14350 Harper Ave,Restaurant License,FoodServices,2025-05-31,Outer Drive-Hayes,4.0,48213,14350,,Harper,Ave,21003973-8,247276,-82.9648215,42.404247,1132,-9235601.68313484,5221727.35198083
BUS2023-00008,MICHIGAN HOLDINGS LLC,2115 Woodward Ave,Restaurant MLCC License,FoodServices,2026-05-31,Downtown,6.0,48226,2115,,Woodward,Ave,02001864.002L,348616,-83.0521935,42.337539,1133,-9245327.88968443,5211676.02032776
BUS2023-00012,"14271 Gratiot Ave., LLC",14251 Gratiot Ave,Restaurant License,FoodServices,2025-05-31,Franklin,3.0,48205,14251,,Gratiot,Ave,21029097-8,546819,-82.978471872852,42.434737874397,1134,-9237121.23568986,5226325.1705347
BUS2023-00019,BET MANAGEMENT INC,9815 Grand River Ave,Restaurant License,FoodServices,2025-05-31,Oakman Blvd Community,6.0,48204,9815,,Grand River,Ave,16004947-8,72093,-83.139309,42.368454,1135,-9255025.54278463,5216332.85885584
BUS2023-00042,FAWAZ PETROLEUM LLC,19245 Schoolcraft St,Gas Station License,GasStation,2025-08-31,Schoolcraft Southfield,1.0,48223,19245,,Schoolcraft,St,22008929-33,115442,-83.2304565,42.386112,1136,-9265172.03607171,5218993.77581953
BUS2023-00081,"SEXY SECRETS, INC.",7468 E Davison St,Business Location License,SexuallyOriented,2025-05-31,Grant,3.0,48212,7468,E,Davison,St,15003712-5,283035,-83.0264985,42.423318,1137,-9242467.53536849,5224602.86847907
BUS2023-00082,Alpino Restaurant Operations LLC,1426 Bagley St,Restaurant MLCC License,FoodServices,2026-05-31,Corktown,6.0,48216,1426,,Bagley,St,06000343.001,347484,-83.065086,42.329943,1138,-9246763.07621948,5210532.15772548
BUS2023-00104,5 STAR MINOR AUTO REPAIR LLC,9154 Livernois Ave,Second Hand Store License,SecondHandSales,2025-10-31,Midwest,6.0,48204,9154,,Livernois,Ave,16017329.,350366,-83.138031,42.363081,1139,-9254883.27647539,5215523.33990022
BUS2023-00139,New Tai HO,23720 W Seven Mile,Restaurant License,FoodServices,2025-05-31,Seven Mile-Rouge,1.0,48219,23720,W,Seven Mile,,22016805.002,353295,-83.274453,42.429348,1140,-9270069.70404839,5225512.25106319
BUS2023-00172,CLUB CELEBRITY,14421 Plymouth Rd,Cabaret ABC or Bar Class C License,NightClub,2026-05-31,Plymouth-Hubbell,7.0,48227,14421,,Plymouth,Rd,22004966.,216994,-83.185794,42.372639,1141,-9260200.22931415,5216963.43666678
BUS2023-00243,Fairlane Liquor,18712 Ford Rd,Retailer License,Retail,2025-08-31,Warrendale,7.0,48228,18712,,Ford,Rd,22000011-2,215159,-83.223,42.329259,1142,-9264341.98228861,5210429.16265949
BUS2023-00283,DETROIT CLOUDS LLC,13551 Plymouth Rd,Retailer License,Retail,2025-08-31,Plymouth-Hubbell,7.0,48227,13551,,Plymouth,Rd,22004926-32,216418,-83.1775635,42.372738,1143,-9259284.01424518,5216978.35406995
BUS2023-00295,CONANT FUEL INC,18021 Conant St,Gas Station License,GasStation,2025-08-31,Northeast Central District,3.0,48234,18021,,Conant,St,09008691-3,277858,-83.069442,42.426126,1144,-9247247.98392137,5225026.33127752
BUS2023-00308,POPEYE'S,12200 E Warren Ave,Restaurant License,FoodServices,2025-05-31,Fox Creek,4.0,48215,12200,E,Warren,Ave,21002591.,546730,-82.9751355,42.389325,1145,-9236749.83236288,5219478.02925955
BUS2023-00309,POPEYE'S #934,14180 Gratiot Ave,Restaurant License,FoodServices,2025-05-31,Mapleridge,4.0,48205,14180,,Gratiot,Ave,21028576-8,153637,-82.977966,42.433902,1146,-9237064.92218157,5226199.09649112
BUS2023-00326,NEW CENTER WARRIORS LLC,2911 W Grand Blvd,Restaurant License,FoodServices,2025-05-31,New Center,5.0,48202,2911,W,Grand,Blvd,04001514-20,257179,-83.0801745,42.368247,1147,-9248442.72035631,5216301.67007602
BUS2023-00332,POPEYE'S #933,17700 Grand River Ave,Restaurant License,FoodServices,2025-05-31,Grand River-St Marys,1.0,48227,17700,,Grand River,Ave,22008171-4,147106,-83.216808,42.400386,1148,-9263652.69200161,5221145.29860663
BUS2023-00333,A & S FISH & CHICKEN,8928 W Vernor Hwy,Restaurant License,FoodServices,2025-05-31,Springwells,6.0,48209,8928,W,Vernor,Hwy,20004266-8,536621,-83.135259,42.308532,1149,-9254574.69884691,5207308.672108
BUS2023-00342,RENIS LLC,2138 Michigan Ave,Restaurant MLCC License,FoodServices,2025-05-31,Corktown,6.0,48216,2138,,Michigan,Ave,10000292.,348632,-83.0759265,42.331626,1150,-9247969.83515942,5210785.58456404
BUS2023-00343,TBS INVESTIMENT LLC,2010 Springwells St,Restaurant License,FoodServices,2025-05-31,Springwells,6.0,48209,2010,,Springwells,St,20005175-6,52857,-83.125683,42.309648,1151,-9253508.70340308,5207476.66192216
BUS2023-00345,YIAMAS HOSPITALITY GROUP LLC,350 Monroe St,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Greektown,5.0,48226,350,,Monroe,St,01000161.,347913,-83.0438775,42.333795,1152,-9244402.15679899,5211112.20348572
BUS2023-00358,ACROPOLIS PARKING LLC,431 Macomb St,Parking Lot License,LPTV,2026-01-31,Downtown,5.0,48226,431,,Macomb,St,01000211.,380179,-83.043702,42.335559,1153,-9244382.62022835,5211377.84377757
BUS2023-00361,DINO'S CAFE INC,1601 Waterman St,Restaurant MLCC License,FoodServices,2025-05-31,Central Southwest,6.0,48209,1601,,Waterman,St,18008191.,83050,-83.1133125,42.310962,1154,-9252131.62564222,5207674.4601987
BUS2023-00389,600 L HOTEL LLC,600 W Lafayette Blvd,Valet Parking License,LPTV,2026-01-31,Downtown,6.0,48226,600,W,Lafayette,Blvd,04000134-67,348060,-83.0547855,42.329034,1155,-9245616.42980456,5210395.28294837
BUS2023-00394,"9125 Greenfield Rd,",9125 Greenfield Rd,Retailer License,Retail,2025-08-31,Joy Community,7.0,48228,9125,,Greenfield,Rd,22051243-50,350353,-83.197494,42.361074,1156,-9261502.66735643,5215220.97453246
BUS2023-00422,BBJF LLC,6191 W Warren Ave,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Chadsey Condon,6.0,,6191,W,Warren,Ave,16001884.002,547020,-83.1284145,42.344064,1157,-9253812.77259218,5212658.71405084
BUS2023-00423,PURE PROPERTY HOLDINGS LLC,13510 E Eight Mile,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Conner Creek,3.0,48205,13510,E,Eight Mile,,21028271-6,351227,-82.986381,42.449058,1158,-9238001.67569659,5228485.32103388
BUS2023-00427,NO LIMIT INVESTMENT GROUP LLC,2619 Schaefer,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Boynton,6.0,48217,2619,SOUTH,Schaefer,,20017968.,7480,-83.146302,42.275844,1159,-9255803.99998374,5202389.51671663
BUS2023-00437,"MSLR6, LLC",19631 Plymouth Rd,Restaurant MLCC License,FoodServices,2025-05-31,Franklin Park,7.0,48228,19631,,Plymouth,Rd,22005396-9,352902,-83.2344165,42.371622,1160,-9265612.86125525,5216810.19561387
BUS2023-00486,"MICHIGAN LIVERNOIS STATION, INC.",4201 Livernois Ave,Restaurant License,FoodServices,2025-05-31,Claytown,6.0,48210,4201,,Livernois,Ave,18002465-70,217084,-83.1211605,42.331491,1161,-9253005.26100596,5210765.25595785
BUS2023-00493,WAYNE PARKING LLC,529 Grand River Ave,Parking Lot License,LPTV,2026-01-31,Downtown,6.0,48226,529,W,Grand River,Ave,02000339-52,504893,-83.054007,42.334182,1162,-9245529.76758098,5211170.48107502
BUS2023-00496,"Rouge Mini Mart, LLC",2801 Schaefer,Gas Station License,GasStation,2025-08-31,Boynton,6.0,48217,2801,,Schaefer,,20017936-8,348867,-83.143413,42.276087,1163,-9255482.39797484,5202426.07591158
BUS2023-00507,JUST RIGHT AUTO LLC,8343 Fenkell St,Second Hand Store License,SecondHandSales,2025-10-31,Chalfonte,2.0,48238,8343,,Fenkell,St,16006970-2,94955,-83.1533805,42.402375,1164,-9256591.97499932,5221445.13981106
BUS2022-00196,"M & R  APPLIANCES & MATTRESSES, LLC",7327 Greenfield,Second Hand Store License,SecondHandSales,2025-10-31,Warren Ave Community,7.0,48228,7327,,Greenfield,,22051322-3,215860,-83.1966345,42.345531,1165,-9261406.9882541,5212879.66475076
BUS2022-00207,SEVEN & SOUTHFIELD LLC,18149 W Seven Mile,Gas Station License,GasStation,2025-08-31,Evergreen-Outer Drive,1.0,48219,18149,W,Seven Mile,,22016336-44,101390,-83.2200525,42.429663,1166,-9264013.86808949,5225559.75852777
BUS2022-00218,JANA PETRO MART LLC,13330 Dexter Ave,Gas Station License,GasStation,2025-08-31,Dexter-Linwood,2.0,48238,13330,,Dexter,Ave,12010567-8,37996,-83.1300885,42.389523,1167,-9253999.12141977,5219507.87201904
BUS2022-00279,What's The Dill LLC,4088 W McNichols Rd,Restaurant License,FoodServices,2026-05-31,University District,2.0,48221,4088,W,McNichols,Rd,02002449-50,536190,-83.139651,42.417297,1168,-9255063.61405048,5223694.93044596
BUS2022-00281,DETROIT SMOKE & VAPE CASS LLC,5470 Cass Ave,Retailer License,Retail,2025-08-31,Wayne State,5.0,48202,5470,,Cass,Ave,02001011-21,265848,-83.0689785,42.360552,1169,-9247196.38733739,5215142.33400156
BUS2022-00286,"SECURECANN II, INC",12668 Gratiot Ave,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Eden Gardens,4.0,48205,12668,,Gratiot,Ave,21028704-10,446254,-82.987659,42.418917,1170,-9238143.94200583,5223939.21013303
BUS2022-00303,AEY CAPITAL LLC,6030 E Eight Mile,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Farwell,3.0,48234,6030,E,Eight Mile,,13009077-81,299724,-83.042505,42.447465,1171,-9244249.37079787,5228244.99707497
BUS2022-00312,NORTH CORKTOWN LEGACY LLC,2540 Rosa Parks Blvd,Medical Marijuana Facility License,ServiceOperator,2025-09-30,North Corktown,6.0,48216,2540,,Rosa Parks,Blvd,08000640-2,42486,-83.073033,42.33438,1172,-9247647.73221281,5211200.29765472
BUS2022-00316,SBP GREENFIELD LLC,15514 W Warren Ave,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Warren Ave Community,7.0,48228,15514,W,Warren,Ave,22000923-4,535533,-83.1965985,42.343875,1173,-9261402.98075243,5212630.24838464
BUS2023-00022,"NYJY, INC.",19934 Hoover St,Retailer License,Retail,2025-08-31,Conner Creek,3.0,48205,19934,,Hoover,St,21036331-8,225614,-83.0045655,42.442407,1174,-9240025.96497692,5227481.97506706
BUS2023-00034,BELLE'S PIZZA/ Belle Isle Pizza,7869 E Jefferson Ave,Restaurant License,FoodServices,2025-05-31,West Village,5.0,48214,7869,E,Jefferson,Ave,17000046.,281947,-82.9957905,42.351102,1175,-9239049.13644521,5213718.78217138
BUS2023-00127,COGNAC CASTLE,15415 Harper Ave,Restaurant License,FoodServices,2025-05-31,Outer Drive-Hayes,4.0,48224,15415,,Harper,Ave,21004453-7,298409,-82.955187,42.407586,1176,-9234529.17550079,5222230.74170868
BUS2023-00128,QUALITAS PRIMI LLC,1145 Griswold St,Restaurant MLCC License,FoodServices,2025-05-31,Downtown,6.0,48226,1145,,Griswold,St,02000267.,4994,-83.049282,42.332229,1177,-9245003.78298698,5210876.38620437
BUS2023-00162,GLASS JAR LLC,1405 Griswold St,Restaurant MLCC License,FoodServices,2025-05-31,Downtown,6.0,48226,1405,,Griswold,St,02002005.,11246,-83.0500425,42.333984,1178,-9245088.44145973,5211140.66458918
BUS2023-00196,R A LIQUOR LLC,16235 Schoolcraft St,Retailer License,Retail,2025-08-31,Schoolcraft Southfield,1.0,,16235,,Schoolcraft,St,22008736.,545476,-83.206053,42.386661,1179,-9262455.45087813,5219076.51764881
BUS2023-00211,"1114 Washington Boulevard, Detroit, MI 48226",1114 Washington Blvd,Valet Parking License,LPTV,2026-01-31,Downtown,6.0,48226,1114,,Washington,Blvd,02000259.001,3766,-83.0502225,42.332022,1180,-9245108.47896807,5210845.2153939
BUS2023-00221,Godfrey Detroit Propco LLC,1401 Michigan Ave,Hotel Class B License,Lodging,2025-06-30,Corktown,6.0,48216,1401,,Michigan,Ave,06000400-2,537594,-83.065392,42.331059,1181,-9246797.13998366,5210700.20471127
BUS2023-00237,SOUTHEAST PROVISIONING CENTER LLC,14470 Livernois Ave,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Dexter-Fenkell,2.0,48238,14470,,Livernois,Ave,12013095.00A,7015,-83.137473,42.396012,1182,-9254821.16019953,5220485.95273794
BUS2023-00272,DAMAC PETRO MART LLC,9130 Linwood St,Gas Station License,GasStation,2025-08-31,Virginia Park Community,5.0,48206,9130,,Linwood,St,10007458-9,42320,-83.10825,42.373458,1183,-9251568.07072008,5217086.84498215
BUS2023-00291,GRAND RIVER PETRO,2713 Grand River Ave,Restaurant License,FoodServices,2025-05-31,Midtown,6.0,48201,2713,,Grand River,Ave,06000867-71,410609,-83.064519,42.338403,1184,-9246699.9580682,5211806.13667371
BUS2023-00294,SOUTHFIELD PETROLEUM,17800 W Seven Mile,Gas Station License,GasStation,2025-08-31,Greenfield,2.0,48235,17800,W,Seven Mile,,22072598-9,347641,-83.21859,42.430518,1185,-9263851.06333421,5225688.7085637
BUS2023-00311,,1 E State Fair St,Gas Station License,GasStation,2025-08-31,Nolan,3.0,48203,1,E,State Fair,St,09008025-34,277800,-83.10204,42.439842,1186,-9250876.77668225,5227095.0568409
